"","Taxon","SLA","SLA.units","SLAfromLMA","source"
"1467","Glochidion ferdinandi",NA,"",NA,"AUSTRAITS_dataset_52"
"1468","Glochidion ferdinandi",NA,"",NA,"AUSTRAITS_dataset_52"
"1848","Glochidion ferdinandi",NA,"",NA,"AUSTRAITS_dataset_24"
"1849","Glochidion ferdinandi",NA,"",NA,"AUSTRAITS_dataset_26"
"1850","Glochidion ferdinandi",NA,"",NA,"AUSTRAITS_dataset_30"
"1851","Glochidion ferdinandi",NA,"",NA,"AUSTRAITS_dataset_30"
"1852","Glochidion ferdinandi",NA,"",NA,"AUSTRAITS_dataset_30"
"1853","Glochidion ferdinandi",NA,"",NA,"AUSTRAITS_dataset_30"
"1854","Glochidion ferdinandi",NA,"",NA,"AUSTRAITS_dataset_30"
"1855","Glochidion ferdinandi",NA,"",NA,"AUSTRAITS_dataset_30"
"1856","Glochidion ferdinandi",NA,"",NA,"AUSTRAITS_dataset_34"
"1857","Glochidion ferdinandi",NA,"",NA,"AUSTRAITS_dataset_34"
"1858","Glochidion ferdinandi",NA,"",NA,"AUSTRAITS_dataset_53"
"1859","Glochidion ferdinandi",NA,"",NA,"AUSTRAITS_dataset_17"
"1860","Glochidion ferdinandi",NA,"",NA,"Gallagher_field_workPHD"
"2242","Glochidion ferdinandi",12.84275212,"m2/kg",NA,"Lawson_field_work"
"2282","Glochidion ferdinandi",NA,"",NA,"Kew SID"
"26","Grevillea robusta",NA,"",NA,"AUSTRAITS_dataset_49"
"1369","Grevillea robusta",9.779,"cm2/g",NA,"AUSTRAITS_dataset_32"
"1861","Grevillea robusta",NA,"",NA,"NSW flora online "
"1862","Grevillea robusta",NA,"",NA,"AUSTRAITS_dataset_17"
"1863","Grevillea robusta",NA,"",NA,"AUSTRAITS_dataset_34"
"1864","Grevillea robusta",NA,"",NA,"AUSTRAITS_dataset_34"
"1865","Grevillea robusta",NA,"",NA,"AUSTRAITS_dataset_34"
"1866","Grevillea robusta",NA,"",NA,"AUSTRAITS_dataset_34"
"1867","Grevillea robusta",NA,"",NA,"AUSTRAITS_dataset_34"
"1868","Grevillea robusta",NA,"",NA,"AUSTRAITS_dataset_34"
"1869","Grevillea robusta",NA,"",NA,"AUSTRAITS_dataset_34"
"1870","Grevillea robusta",NA,"",NA,"AUSTRAITS_dataset_34"
"1871","Grevillea robusta",NA,"",NA,"AUSTRAITS_dataset_34"
"1872","Grevillea robusta",NA,"",NA,"AUSTRAITS_dataset_34"
"1873","Grevillea robusta",NA,"",NA,"AUSTRAITS_dataset_4"
"1874","Grevillea robusta",NA,"",NA,"AUSTRAITS_dataset_53"
"2243","Grevillea robusta",NA,"",NA,"Lawson_field_work"
"226","Guioa semiglauca",NA,"",NA,"AUSTRAITS_dataset_68"
"290","Guioa semiglauca",NA,"",NA,"AUSTRAITS_dataset_68"
"291","Guioa semiglauca",NA,"",NA,"AUSTRAITS_dataset_68"
"292","Guioa semiglauca",NA,"",NA,"AUSTRAITS_dataset_68"
"299","Guioa semiglauca",10.72,"m2/kg",NA,"AUSTRAITS_dataset_10"
"300","Guioa semiglauca",NA,"",NA,"AUSTRAITS_dataset_49"
"311","Guioa semiglauca",NA,"",NA,"Gallagher_field_workPHD"
"381","Guioa semiglauca",NA,"",NA,"Gallagher_field_workPHD"
"422","Guioa semiglauca",NA,"",NA,"Gallagher_field_workPHD"
"479","Guioa semiglauca",NA,"",NA,"Gallagher_field_workPHD"
"527","Guioa semiglauca",NA,"",NA,"Gallagher_field_workPHD"
"561","Guioa semiglauca",NA,"",NA,"Gallagher_field_workPHD"
"1349","Guioa semiglauca",15.8478605388273,"",15.8478605388273,"Gallagher_field_workPHD"
"1350","Guioa semiglauca",14.0272127928181,"",14.0272127928181,"Gallagher_field_workPHD"
"1351","Guioa semiglauca",10.6394297265667,"",10.6394297265667,"Gallagher_field_workPHD"
"1352","Guioa semiglauca",9.61353585848875,"",9.61353585848875,"Gallagher_field_workPHD"
"1353","Guioa semiglauca",9.20979922637687,"",9.20979922637687,"Gallagher_field_workPHD"
"1354","Guioa semiglauca",8.71915598570058,"",8.71915598570058,"Gallagher_field_workPHD"
"1376","Guioa semiglauca",14.417,"cm2/g",NA,"AUSTRAITS_dataset_32"
"1469","Guioa semiglauca",NA,"",NA,"AUSTRAITS_dataset_52"
"1875","Guioa semiglauca",NA,"",NA,"AUSTRAITS_dataset_24"
"1876","Guioa semiglauca",NA,"",NA,"NSW flora online "
"1877","Guioa semiglauca",NA,"",NA,"AUSTRAITS_dataset_26"
"1878","Guioa semiglauca",NA,"",NA,"Gallagher_field_workPHD"
"2244","Guioa semiglauca",13.21338531,"m2/kg",NA,"Lawson_field_work"
"2283","Guioa semiglauca",NA,"",NA,"Kew SID"
"462","Helicia glabriflora",NA,"",NA,"AUSTRAITS_dataset_68"
"503","Helicia glabriflora",NA,"",NA,"AUSTRAITS_dataset_49"
"1020","Helicia glabriflora",NA,"",NA,"Gallagher_field_workPHD"
"1355","Helicia glabriflora",8.4005376344086,"",8.4005376344086,"Gallagher_field_workPHD"
"1879","Helicia glabriflora",NA,"",NA,"Gallagher_field_workPHD"
"371","Heritiera trifoliolata",NA,"",NA,"AUSTRAITS_dataset_68"
"372","Heritiera trifoliolata",NA,"",NA,"AUSTRAITS_dataset_68"
"382","Heritiera trifoliolata",11.018,"m2/kg",NA,"AUSTRAITS_dataset_52"
"557","Heritiera trifoliolata",NA,"",NA,"AUSTRAITS_dataset_68"
"1361","Heritiera trifoliolata",12.30012300123,"",12.30012300123,"AUSTRAITS_dataset_32"
"1362","Heritiera trifoliolata",8.13008130081301,"",8.13008130081301,"AUSTRAITS_dataset_32"
"1470","Heritiera trifoliolata",NA,"",NA,"AUSTRAITS_dataset_52"
"1880","Heritiera trifoliolata",NA,"",NA,"AUSTRAITS_dataset_34"
"1881","Heritiera trifoliolata",NA,"",NA,"AUSTRAITS_dataset_34"
"1882","Heritiera trifoliolata",NA,"",NA,"AUSTRAITS_dataset_34"
"1883","Heritiera trifoliolata",NA,"",NA,"AUSTRAITS_dataset_34"
"1884","Heritiera trifoliolata",NA,"",NA,"AUSTRAITS_dataset_34"
"1885","Heritiera trifoliolata",NA,"",NA,"AUSTRAITS_dataset_34"
"1886","Heritiera trifoliolata",NA,"",NA,"AUSTRAITS_dataset_34"
"1887","Heritiera trifoliolata",NA,"",NA,"AUSTRAITS_dataset_34"
"1888","Heritiera trifoliolata",NA,"",NA,"AUSTRAITS_dataset_34"
"1889","Heritiera trifoliolata",NA,"",NA,"AUSTRAITS_dataset_34"
"1890","Heritiera trifoliolata",NA,"",NA,"AUSTRAITS_dataset_53"
"1134","Hibiscus heterophyllus",NA,"",NA,"AUSTRAITS_dataset_49"
"1891","Hibiscus heterophyllus",NA,"",NA,"AUSTRAITS_dataset_53"
"985","Hicksbeachia pinnatifolia",NA,"",NA,"AUSTRAITS_dataset_68"
"986","Hicksbeachia pinnatifolia",NA,"",NA,"AUSTRAITS_dataset_68"
"987","Hicksbeachia pinnatifolia",NA,"",NA,"AUSTRAITS_dataset_68"
"1004","Hicksbeachia pinnatifolia",NA,"",NA,"AUSTRAITS_dataset_49"
"1892","Hicksbeachia pinnatifolia",NA,"",NA,"NSW flora online "
"171","Hippocratea barbata",38.669,"m2/kg",NA,"AUSTRAITS_dataset_8"
"172","Hippocratea barbata",NA,"",NA,"AUSTRAITS_dataset_68"
"319","Hippocratea barbata",NA,"",NA,"AUSTRAITS_dataset_68"
"320","Hippocratea barbata",NA,"",NA,"AUSTRAITS_dataset_68"
"321","Hippocratea barbata",NA,"",NA,"Gallagher_field_workPHD"
"438","Hippocratea barbata",NA,"",NA,"AUSTRAITS_dataset_68"
"439","Hippocratea barbata",NA,"",NA,"Gallagher_field_workPHD"
"593","Hippocratea barbata",NA,"",NA,"AUSTRAITS_dataset_49"
"1163","Hippocratea barbata",14.5369966564908,"",14.5369966564908,"Gallagher_field_workPHD"
"1398","Hippocratea barbata",38.669,"m2/kg",NA,"Gallagher_field_workPHD"
"1893","Hippocratea barbata",NA,"",NA,"NSW flora online "
"1894","Hippocratea barbata",NA,"",NA,"AUSTRAITS_dataset_53"
"1895","Hippocratea barbata",NA,"",NA,"AUSTRAITS_dataset_6"
"1896","Hippocratea barbata",NA,"",NA,"Gallagher_field_workPHD"
"251","Hodgkinsonia ovatiflora",NA,"",NA,"AUSTRAITS_dataset_68"
"252","Hodgkinsonia ovatiflora",NA,"",NA,"AUSTRAITS_dataset_68"
"280","Hodgkinsonia ovatiflora",NA,"",NA,"AUSTRAITS_dataset_49"
"1897","Hodgkinsonia ovatiflora",NA,"",NA,"NSW flora online "
"807","Hymenosporum flavum",NA,"",NA,"AUSTRAITS_dataset_68"
"808","Hymenosporum flavum",NA,"",NA,"AUSTRAITS_dataset_68"
"815","Hymenosporum flavum",NA,"",NA,"AUSTRAITS_dataset_49"
"1471","Hymenosporum flavum",NA,"",NA,"AUSTRAITS_dataset_52"
"1898","Hymenosporum flavum",NA,"",NA,"AUSTRAITS_dataset_24"
"1899","Hymenosporum flavum",NA,"",NA,"NSW flora online "
"1900","Hymenosporum flavum",NA,"",NA,"AUSTRAITS_dataset_17"
"1901","Hymenosporum flavum",NA,"",NA,"AUSTRAITS_dataset_34"
"1902","Hymenosporum flavum",NA,"",NA,"AUSTRAITS_dataset_4"
"1903","Ipomoea cairica",NA,"",NA,"NSW flora online "
"1904","Ipomoea cairica",NA,"",NA,"AUSTRAITS_dataset_53"
"778","Ixora beckleri",NA,"",NA,"AUSTRAITS_dataset_68"
"779","Ixora beckleri",NA,"",NA,"AUSTRAITS_dataset_68"
"803","Ixora beckleri",NA,"",NA,"AUSTRAITS_dataset_49"
"1905","Ixora beckleri",NA,"",NA,"NSW flora online "
"1906","Jacaranda mimosifolia",NA,"",NA,"AUSTRAITS_dataset_53"
"72","Jagera pseudorhus",NA,"",NA,"AUSTRAITS_dataset_68"
"73","Jagera pseudorhus",NA,"",NA,"AUSTRAITS_dataset_68"
"74","Jagera pseudorhus",NA,"",NA,"AUSTRAITS_dataset_68"
"85","Jagera pseudorhus",NA,"",NA,"Gallagher_field_workPHD"
"96","Jagera pseudorhus",NA,"",NA,"Gallagher_field_workPHD"
"211","Jagera pseudorhus",NA,"",NA,"AUSTRAITS_dataset_49"
"1164","Jagera pseudorhus",23.906287353574,"",23.906287353574,"Gallagher_field_workPHD"
"1165","Jagera pseudorhus",20.6910821435961,"",20.6910821435961,"Gallagher_field_workPHD"
"1907","Jagera pseudorhus",NA,"",NA,"AUSTRAITS_dataset_17"
"1908","Jagera pseudorhus",NA,"",NA,"AUSTRAITS_dataset_34"
"1909","Jagera pseudorhus",NA,"",NA,"AUSTRAITS_dataset_34"
"1910","Jagera pseudorhus",NA,"",NA,"AUSTRAITS_dataset_4"
"1911","Jagera pseudorhus",NA,"",NA,"AUSTRAITS_dataset_53"
"1912","Jagera pseudorhus",NA,"",NA,"Gallagher_field_workPHD"
"263","Lantana camara",NA,"",NA,"AUSTRAITS_dataset_68"
"750","Lantana camara",NA,"",NA,"AUSTRAITS_dataset_68"
"751","Lantana camara",19.02,"m2/kg",NA,"AUSTRAITS_dataset_8"
"923","Lantana camara",NA,"",NA,"AUSTRAITS_dataset_68"
"924","Lantana camara",22.617,"m2/kg",NA,"AUSTRAITS_dataset_8"
"1097","Lantana camara",19.02,"m2/kg",NA,"AUSTRAITS_dataset_52"
"1403","Lantana camara",20.82,"m2/kg",NA,"AUSTRAITS_dataset_10"
"1913","Lantana camara",NA,"",NA,"NSW flora online "
"1914","Lantana camara",NA,"",NA,"AUSTRAITS_dataset_26"
"1915","Lantana camara",NA,"",NA,"AUSTRAITS_dataset_53"
"1139","Legnephora moorei",NA,"",NA,"AUSTRAITS_dataset_68"
"1140","Legnephora moorei",NA,"",NA,"AUSTRAITS_dataset_68"
"1141","Legnephora moorei",NA,"",NA,"Gallagher_field_workPHD"
"1142","Legnephora moorei",NA,"",NA,"AUSTRAITS_dataset_68"
"1149","Legnephora moorei",NA,"",NA,"AUSTRAITS_dataset_68"
"1151","Legnephora moorei",NA,"",NA,"AUSTRAITS_dataset_68"
"1152","Legnephora moorei",NA,"",NA,"Gallagher_field_workPHD"
"1153","Legnephora moorei",NA,"",NA,"AUSTRAITS_dataset_49"
"1166","Legnephora moorei",27.1517784414879,"",27.1517784414879,"Gallagher_field_workPHD"
"1472","Legnephora moorei",NA,"",NA,"AUSTRAITS_dataset_52"
"1916","Legnephora moorei",NA,"",NA,"NSW flora online "
"1917","Legnephora moorei",NA,"",NA,"AUSTRAITS_dataset_53"
"1918","Legnephora moorei",NA,"",NA,"AUSTRAITS_dataset_6"
"1919","Legnephora moorei",NA,"",NA,"Gallagher_field_workPHD"
"148","Lepiderema pulchella",NA,"",NA,"AUSTRAITS_dataset_49"
"1920","Leucaena leucocephala",NA,"",NA,"NSW flora online "
"1921","Leucaena leucocephala",NA,"",NA,"AUSTRAITS_dataset_53"
"475","Ligustrum lucidum",11.927,"m2/kg",NA,"AUSTRAITS_dataset_52"
"485","Ligustrum lucidum",12.006,"m2/kg",NA,"AUSTRAITS_dataset_52"
"492","Ligustrum lucidum",12.01,"m2/kg",NA,"AUSTRAITS_dataset_10"
"763","Ligustrum lucidum",NA,"",NA,"AUSTRAITS_dataset_68"
"764","Ligustrum lucidum",12.006,"m2/kg",NA,"AUSTRAITS_dataset_8"
"1047","Ligustrum lucidum",NA,"",NA,"AUSTRAITS_dataset_68"
"1473","Ligustrum lucidum",NA,"",NA,"AUSTRAITS_dataset_52"
"1474","Ligustrum lucidum",NA,"",NA,"AUSTRAITS_dataset_52"
"1922","Ligustrum lucidum",NA,"",NA,"NSW flora online "
"1923","Ligustrum lucidum",NA,"",NA,"AUSTRAITS_dataset_26"
"1924","Ligustrum lucidum",NA,"",NA,"AUSTRAITS_dataset_53"
"2245","Ligustrum lucidum",NA,"",NA,"Lawson_field_work"
"2284","Ligustrum lucidum",NA,"",NA,"PIREL Seed Trait Database 02 08 2013"
"164","Ligustrum sinense",8.96,"m2/kg",NA,"AUSTRAITS_dataset_10"
"343","Ligustrum sinense",NA,"",NA,"AUSTRAITS_dataset_68"
"1475","Ligustrum sinense",NA,"",NA,"AUSTRAITS_dataset_52"
"1476","Ligustrum sinense",NA,"",NA,"AUSTRAITS_dataset_52"
"1925","Ligustrum sinense",NA,"",NA,"NSW flora online "
"1926","Ligustrum sinense",NA,"",NA,"AUSTRAITS_dataset_26"
"1927","Ligustrum sinense",NA,"",NA,"AUSTRAITS_dataset_53"
"2246","Ligustrum sinense",10.46479477,"m2/kg",NA,"Lawson_field_work"
"2285","Ligustrum sinense",NA,"",NA,"Kew SID"
"27","Lomandra longifolia",5.56,"m2/kg",NA,"AUSTRAITS_dataset_10"
"32","Lomandra longifolia",1.656,"m2/kg",NA,"AUSTRAITS_dataset_8"
"187","Lomandra longifolia",3.377,"m2/kg",NA,"AUSTRAITS_dataset_8"
"388","Lomandra longifolia",NA,"",NA,"AUSTRAITS_dataset_68"
"511","Lomandra longifolia",NA,"",NA,"AUSTRAITS_dataset_68"
"512","Lomandra longifolia",2.477,"m2/kg",NA,"AUSTRAITS_dataset_8"
"632","Lomandra longifolia",6.431,"m2/kg",NA,"AUSTRAITS_dataset_8"
"633","Lomandra longifolia",NA,"",NA,"AUSTRAITS_dataset_68"
"769","Lomandra longifolia",1.824,"m2/kg",NA,"AUSTRAITS_dataset_8"
"770","Lomandra longifolia",NA,"",NA,"AUSTRAITS_dataset_68"
"1012","Lomandra longifolia",4.1991,"cm2/g",NA,"AUSTRAITS_dataset_32"
"1087","Lomandra longifolia",NA,"",NA,"AUSTRAITS_dataset_68"
"1088","Lomandra longifolia",NA,"",NA,"AUSTRAITS_dataset_68"
"1121","Lomandra longifolia",NA,"",NA,"AUSTRAITS_dataset_68"
"1122","Lomandra longifolia",7.007,"m2/kg",NA,"AUSTRAITS_dataset_8"
"1123","Lomandra longifolia",NA,"",NA,"AUSTRAITS_dataset_68"
"1365","Lomandra longifolia",5.3576,"cm2/g",NA,"AUSTRAITS_dataset_32"
"1477","Lomandra longifolia",NA,"",NA,"AUSTRAITS_dataset_52"
"1478","Lomandra longifolia",NA,"",NA,"AUSTRAITS_dataset_52"
"1479","Lomandra longifolia",NA,"",NA,"AUSTRAITS_dataset_52"
"1480","Lomandra longifolia",NA,"",NA,"AUSTRAITS_dataset_52"
"1481","Lomandra longifolia",NA,"",NA,"AUSTRAITS_dataset_52"
"1482","Lomandra longifolia",NA,"",NA,"AUSTRAITS_dataset_52"
"1928","Lomandra longifolia",NA,"",NA,"AUSTRAITS_dataset_24"
"1929","Lomandra longifolia",NA,"",NA,"NSW flora online "
"1930","Lomandra longifolia",NA,"",NA,"AUSTRAITS_dataset_26"
"2247","Lomandra longifolia",12.89337361,"m2/kg",NA,"Lawson_field_work"
"2286","Lomandra longifolia",NA,"",NA,"PIREL Seed Trait Database 02 08 2013"
"818","Lophostemon confertus",NA,"",NA,"AUSTRAITS_dataset_68"
"930","Lophostemon confertus",NA,"",NA,"AUSTRAITS_dataset_49"
"1931","Lophostemon confertus",NA,"",NA,"NSW flora online "
"1932","Lophostemon confertus",NA,"",NA,"AUSTRAITS_dataset_17"
"1933","Lophostemon confertus",NA,"",NA,"AUSTRAITS_dataset_34"
"1934","Lophostemon confertus",NA,"",NA,"AUSTRAITS_dataset_34"
"1935","Lophostemon confertus",NA,"",NA,"AUSTRAITS_dataset_34"
"1936","Lophostemon confertus",NA,"",NA,"AUSTRAITS_dataset_34"
"1937","Lophostemon confertus",NA,"",NA,"AUSTRAITS_dataset_34"
"1938","Lophostemon confertus",NA,"",NA,"AUSTRAITS_dataset_4"
"1939","Lophostemon confertus",NA,"",NA,"AUSTRAITS_dataset_53"
"2248","Lophostemon confertus",NA,"",NA,"Lawson_field_work"
"2287","Lophostemon confertus",NA,"",NA,"Kew SID"
"297","Lophostemon suaveolens",10.493,"m2/kg",NA,"AUSTRAITS_dataset_52"
"717","Lophostemon suaveolens",NA,"",NA,"AUSTRAITS_dataset_45"
"718","Lophostemon suaveolens",7.30460189919649,"",7.30460189919649,"AUSTRAITS_dataset_61"
"719","Lophostemon suaveolens",7.30460189919649,"",7.30460189919649,"AUSTRAITS_dataset_43"
"851","Lophostemon suaveolens",5.82784544553878,"",5.82784544553878,"AUSTRAITS_dataset_39"
"914","Lophostemon suaveolens",NA,"",NA,"AUSTRAITS_dataset_49"
"1060","Lophostemon suaveolens",16.1812297734628,"",16.1812297734628,"AUSTRAITS_dataset_43"
"1062","Lophostemon suaveolens",16.1812297734628,"",16.1812297734628,"AUSTRAITS_dataset_61"
"1063","Lophostemon suaveolens",NA,"",NA,"AUSTRAITS_dataset_45"
"1940","Lophostemon suaveolens",NA,"",NA,"NSW flora online "
"1941","Lophostemon suaveolens",NA,"",NA,"AUSTRAITS_dataset_34"
"1942","Lophostemon suaveolens",NA,"",NA,"AUSTRAITS_dataset_34"
"1943","Lophostemon suaveolens",NA,"",NA,"AUSTRAITS_dataset_34"
"1944","Lophostemon suaveolens",NA,"",NA,"AUSTRAITS_dataset_34"
"1945","Lophostemon suaveolens",NA,"",NA,"AUSTRAITS_dataset_34"
"1946","Lophostemon suaveolens",NA,"",NA,"AUSTRAITS_dataset_34"
"1947","Lophostemon suaveolens",NA,"",NA,"AUSTRAITS_dataset_53"
"2249","Lophostemon suaveolens",NA,"",NA,"Lawson_field_work"
"2288","Lophostemon suaveolens",NA,"",NA,"Moles 2004 Seed database"
"51","Macadamia tetraphylla",6.254,"m2/kg",NA,"AUSTRAITS_dataset_52"
"946","Macadamia tetraphylla",NA,"",NA,"AUSTRAITS_dataset_49"
"1058","Macadamia tetraphylla",NA,"",NA,"AUSTRAITS_dataset_68"
"1948","Macadamia tetraphylla",NA,"",NA,"NSW flora online "
"174","Maclura cochinchinensis",NA,"",NA,"AUSTRAITS_dataset_68"
"175","Maclura cochinchinensis",NA,"",NA,"Gallagher_field_workPHD"
"180","Maclura cochinchinensis",NA,"",NA,"AUSTRAITS_dataset_49"
"181","Maclura cochinchinensis",NA,"",NA,"AUSTRAITS_dataset_68"
"182","Maclura cochinchinensis",NA,"",NA,"Gallagher_field_workPHD"
"188","Maclura cochinchinensis",NA,"",NA,"Gallagher_field_workPHD"
"189","Maclura cochinchinensis",NA,"",NA,"AUSTRAITS_dataset_68"
"191","Maclura cochinchinensis",NA,"",NA,"AUSTRAITS_dataset_68"
"192","Maclura cochinchinensis",NA,"",NA,"Gallagher_field_workPHD"
"194","Maclura cochinchinensis",NA,"",NA,"AUSTRAITS_dataset_68"
"195","Maclura cochinchinensis",NA,"",NA,"Gallagher_field_workPHD"
"202","Maclura cochinchinensis",NA,"",NA,"AUSTRAITS_dataset_68"
"203","Maclura cochinchinensis",NA,"",NA,"Gallagher_field_workPHD"
"212","Maclura cochinchinensis",NA,"",NA,"AUSTRAITS_dataset_68"
"213","Maclura cochinchinensis",NA,"",NA,"Gallagher_field_workPHD"
"293","Maclura cochinchinensis",NA,"",NA,"AUSTRAITS_dataset_49"
"294","Maclura cochinchinensis",NA,"",NA,"Gallagher_field_workPHD"
"1167","Maclura cochinchinensis",21.2811236433284,"",21.2811236433284,"Gallagher_field_workPHD"
"1168","Maclura cochinchinensis",21.0482003788676,"",21.0482003788676,"Gallagher_field_workPHD"
"1169","Maclura cochinchinensis",20.3210729526519,"",20.3210729526519,"Gallagher_field_workPHD"
"1170","Maclura cochinchinensis",20.0642054574639,"",20.0642054574639,"Gallagher_field_workPHD"
"1171","Maclura cochinchinensis",16.5453342157512,"",16.5453342157512,"Gallagher_field_workPHD"
"1172","Maclura cochinchinensis",15.4750851129681,"",15.4750851129681,"Gallagher_field_workPHD"
"1174","Maclura cochinchinensis",14.2207053469852,"",14.2207053469852,"Gallagher_field_workPHD"
"1483","Maclura cochinchinensis",NA,"",NA,"AUSTRAITS_dataset_52"
"1949","Maclura cochinchinensis",NA,"",NA,"AUSTRAITS_dataset_53"
"1950","Maclura cochinchinensis",NA,"",NA,"AUSTRAITS_dataset_6"
"1951","Maclura cochinchinensis",NA,"",NA,"Gallagher_field_workPHD"
"920","Mallotus claoxyloides",NA,"",NA,"AUSTRAITS_dataset_49"
"1952","Mallotus claoxyloides",NA,"",NA,"AUSTRAITS_dataset_17"
"386","Mallotus discolor",NA,"",NA,"AUSTRAITS_dataset_68"
"397","Mallotus discolor",NA,"",NA,"AUSTRAITS_dataset_49"
"1953","Mallotus discolor",NA,"",NA,"AUSTRAITS_dataset_34"
"1071","mallotus philippensis",NA,"",NA,"AUSTRAITS_dataset_29"
"647","Mallotus philippensis",NA,"",NA,"AUSTRAITS_dataset_68"
"648","Mallotus philippensis",NA,"",NA,"AUSTRAITS_dataset_68"
"999","Mallotus philippensis",NA,"",NA,"AUSTRAITS_dataset_49"
"1954","Mallotus philippensis",NA,"",NA,"AUSTRAITS_dataset_17"
"1955","Mallotus philippensis",NA,"",NA,"AUSTRAITS_dataset_34"
"1956","Mallotus philippensis",NA,"",NA,"AUSTRAITS_dataset_34"
"1957","Mallotus philippensis",NA,"",NA,"AUSTRAITS_dataset_4"
"1958","Mallotus philippensis",NA,"",NA,"AUSTRAITS_dataset_53"
"702","Marsdenia rostrata",NA,"",NA,"AUSTRAITS_dataset_68"
"703","Marsdenia rostrata",NA,"",NA,"AUSTRAITS_dataset_68"
"704","Marsdenia rostrata",NA,"",NA,"AUSTRAITS_dataset_68"
"705","Marsdenia rostrata",30.796,"m2/kg",NA,"AUSTRAITS_dataset_8"
"707","Marsdenia rostrata",NA,"",NA,"AUSTRAITS_dataset_68"
"820","Marsdenia rostrata",NA,"",NA,"Gallagher_field_workPHD"
"967","Marsdenia rostrata",NA,"",NA,"AUSTRAITS_dataset_49"
"1048","Marsdenia rostrata",NA,"",NA,"Gallagher_field_workPHD"
"1051","Marsdenia rostrata",NA,"",NA,"Gallagher_field_workPHD"
"1054","Marsdenia rostrata",NA,"",NA,"Gallagher_field_workPHD"
"1068","Marsdenia rostrata",NA,"",NA,"Gallagher_field_workPHD"
"1175","Marsdenia rostrata",34.6860908775581,"",34.6860908775581,"Gallagher_field_workPHD"
"1176","Marsdenia rostrata",25.5427841634738,"",25.5427841634738,"Gallagher_field_workPHD"
"1177","Marsdenia rostrata",24.1196333815726,"",24.1196333815726,"Gallagher_field_workPHD"
"1178","Marsdenia rostrata",22.5275963054742,"",22.5275963054742,"Gallagher_field_workPHD"
"1179","Marsdenia rostrata",17.1909919202338,"",17.1909919202338,"Gallagher_field_workPHD"
"1372","Marsdenia rostrata",11.0345,"cm2/g",NA,"AUSTRAITS_dataset_32"
"1413","Marsdenia rostrata",30.796,"m2/kg",NA,"AUSTRAITS_dataset_52"
"1959","Marsdenia rostrata",NA,"",NA,"NSW flora online "
"1960","Marsdenia rostrata",NA,"",NA,"Gallagher_field_workPHD"
"679","Medicosma cunninghamii",NA,"",NA,"AUSTRAITS_dataset_68"
"720","Medicosma cunninghamii",NA,"",NA,"AUSTRAITS_dataset_49"
"1961","Medicosma cunninghamii",NA,"",NA,"NSW flora online "
"20","Melaleuca bracteata",NA,"",NA,"AUSTRAITS_dataset_49"
"1962","Melaleuca bracteata",NA,"",NA,"NSW flora online "
"1963","Melaleuca bracteata",NA,"",NA,"AUSTRAITS_dataset_17"
"1964","Melaleuca bracteata",NA,"",NA,"AUSTRAITS_dataset_34"
"1965","Melaleuca bracteata",NA,"",NA,"AUSTRAITS_dataset_4"
"1966","Melaleuca bracteata",NA,"",NA,"AUSTRAITS_dataset_53"
"178","Melaleuca quinquenervia",NA,"",NA,"AUSTRAITS_dataset_49"
"1484","Melaleuca quinquenervia",NA,"",NA,"AUSTRAITS_dataset_52"
"1967","Melaleuca quinquenervia",NA,"",NA,"AUSTRAITS_dataset_24"
"1968","Melaleuca quinquenervia",NA,"",NA,"NSW flora online "
"1969","Melaleuca quinquenervia",NA,"",NA,"AUSTRAITS_dataset_17"
"1970","Melaleuca quinquenervia",NA,"",NA,"AUSTRAITS_dataset_34"
"1971","Melaleuca quinquenervia",NA,"",NA,"AUSTRAITS_dataset_34"
"1972","Melaleuca quinquenervia",NA,"",NA,"AUSTRAITS_dataset_4"
"1973","Melaleuca quinquenervia",NA,"",NA,"AUSTRAITS_dataset_53"
"2250","Melaleuca quinquenervia",7.962321972,"m2/kg",NA,"Lawson_field_work"
"2289","Melaleuca quinquenervia",NA,"",NA,"Floyd 1989"
"146","Melia azedarach",NA,"",NA,"AUSTRAITS_dataset_49"
"1485","Melia azedarach",NA,"",NA,"AUSTRAITS_dataset_52"
"1486","Melia azedarach",NA,"",NA,"AUSTRAITS_dataset_52"
"1974","Melia azedarach",NA,"",NA,"AUSTRAITS_dataset_24"
"1975","Melia azedarach",NA,"",NA,"NSW flora online "
"1976","Melia azedarach",NA,"",NA,"AUSTRAITS_dataset_17"
"1977","Melia azedarach",NA,"",NA,"AUSTRAITS_dataset_34"
"1978","Melia azedarach",NA,"",NA,"AUSTRAITS_dataset_34"
"1979","Melia azedarach",NA,"",NA,"AUSTRAITS_dataset_4"
"1980","Melia azedarach",NA,"",NA,"AUSTRAITS_dataset_53"
"281","Melodinus australis",NA,"",NA,"AUSTRAITS_dataset_68"
"282","Melodinus australis",NA,"",NA,"AUSTRAITS_dataset_68"
"283","Melodinus australis",NA,"",NA,"AUSTRAITS_dataset_68"
"665","Melodinus australis",NA,"",NA,"AUSTRAITS_dataset_68"
"666","Melodinus australis",NA,"",NA,"AUSTRAITS_dataset_68"
"667","Melodinus australis",NA,"",NA,"AUSTRAITS_dataset_68"
"668","Melodinus australis",NA,"",NA,"AUSTRAITS_dataset_68"
"669","Melodinus australis",NA,"",NA,"AUSTRAITS_dataset_68"
